港台频道,#genre#
翡翠台,https://cdn.iptv8k.top/dl/jspd.php?id=3&time=20240926215313&ip=111.229.253.40
中视经典台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv080
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=2&time=20240926215313&ip=111.229.253.40
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
TVBS新闻台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941622&extension=ts&play_token=E9ymAxKoVJ
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571185&extension=ts&play_token=wD7CZpooiF
TVB星河,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153506&extension=ts&play_token=miEIuxsBcN
TVBS新闻,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941622&extension=ts&play_token=E9ymAxKoVJ
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941621&extension=ts&play_token=vFR5CkmzbA
TVB星河,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571186&extension=ts&play_token=HnxccIWiNo
TVB星河,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941620&extension=ts&play_token=TBgeJuh42H
翡翠台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941619&extension=ts&play_token=p2yEuU1aFS
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8
中天娱乐,http://50.7.234.10:8278/ctient/playlist.m3u8?tid=m6780c60bd34a13540795&ct=17874&tsum=06089e289a460b0685447b7656d550e3
中天综合,http://50.7.234.10:8278/ctizhonghe/playlist.m3u8?tid=m85005aeec85b14021104&ct=17874&tsum=69f19f4b12ab79d2ee683b28cdb1c8ca
东森新闻,http://50.7.234.10:8278/ettvnews/playlist.m3u8?tid=MD8D4407126144071261&ct=19344&tsum=c7212737de5e023823ea68610d709c14
TVBS新闻,http://50.7.234.10:8278/tvbs_n/playlist.m3u8?tid=MC3C9358473393584733&ct=19193&tsum=38970ab977b9e318cbead37db4134eb8
中视经典,http://50.7.234.10:8278/zhongshi_twn/playlist.m3u8?tid=mffe9aaf8765f&ct=18335&tsum=bcdd7a2ce4a5498b1449cb26a01150c0
东森新闻,http://50.7.234.10:8278/ettvnews/playlist.m3u8?tid=MD8D8672451386724513&ct=19234&tsum=d08fdb1dd5078503ffd859a065bc9290
凤凰资讯,http://50.7.234.10:8278/phoenixinfo_hd/playlist.m3u8?tid=MEAE2353137123531371&ct=19234&tsum=0627df820681c10cef07745ec4493f51
民视,http://50.7.234.10:8278/ftvhd_taiwan/playlist.m3u8?tid=15141291&ct=17990&tsum=ab93fcdf581cc3f483e1ceede13312ce
中视新闻,http://50.7.234.10:8278/zhongshinews_twn/playlist.m3u8?tid=MD8D4836803548368035&ct=19226&tsum=a2f06c15a5e9c4dc67565c2b8598c8da
大爱电视,http://50.7.234.10:8278/daai_twn/playlist.m3u8?tid=ME5E3594665135946651&ct=19249&tsum=1628ac38fd6a79879fccae39de8e845b
大爱电视,http://50.7.234.10:8278/daai_twn/playlist.m3u8?tid=m22178fccc70212656308&ct=17874&tsum=68bbc63cc5cb649ef5df75b1f0296336
RTHK32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
凤凰中文,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
凤凰香港,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40
TVBS新闻,http://50.7.234.10:8278/tvbs_n/playlist.m3u8?tid=MB6B3640782836407828&ct=19234&tsum=315ac9a0876bc361c6715ac6d5a96777
中视新闻,http://50.7.234.10:8278/zhongshinews_twn/playlist.m3u8?tid=MECE2153391221533912&ct=19234&tsum=fe5df13ec0ca4298acf881a53128f2cd
台视新闻,http://50.7.234.10:8278/ttvnews_twn/playlist.m3u8?tid=MD9D1039476110394761&ct=19193&tsum=9f33349842788bfb7b0e90e93f7bf02c
RTHK32,http://50.7.234.10:8278/rhk32_twn/playlist.m3u8?tid=m941409fa5c86&ct=18336&tsum=af847919dbe19ba95dbe614c6cfe2a10
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8
RTHK32,http://50.7.234.10:8278/rhk32_twn/playlist.m3u8?tid=MBCB4455322944553229&ct=19226&tsum=60bac13753ada5abc8873783d6611ebd
中视经典,http://50.7.234.10:8278/zhongshi_twn/playlist.m3u8?tid=MECE1189477111894771&ct=19234&tsum=582d215df269921b0c0ce288b5fac94a
民视,http://50.7.234.10:8278/ftvhd_taiwan/playlist.m3u8?tid=m15b424641a89&ct=18335&tsum=ba82cdbfb8253c45a13df5354e6d0dbc
凤凰香港,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3523&tk=7877e7cc41c7
非凡新闻,http://50.7.234.10:8278/feifannews_twn/playlist.m3u8?ct=17874&tid=m050e7aad65f614336734&tsum=4ea1b829d195ac69a6c2ca51b21ae378
凤凰资讯,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7871&tk=7d4ad8f156e3
TVBS欢乐,http://50.7.234.10:8278/tvbshuanle_twn/playlist.m3u8?tid=MA5A9262292692622926&ct=19254&tsum=cd369d68a5d2c1a2fa04df748cda142c
中视经典,http://50.7.234.10:8278/zhongshi_twn/playlist.m3u8?tid=14379667&ct=17988&tsum=de63d02f44741580b5070077d1949841
大爱电视,http://50.7.234.10:8278/daai_twn/playlist.m3u8?tid=MA0A6700404967004049&ct=19234&tsum=dbfb051e0bfc38759da1cee228ea083a
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=4&time=20240926215313&ip=111.229.253.40
凤凰香港,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1910&tk=7d4ad8f156e3
翡翠台,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0401&tk=2aca1ad9a849
大爱电视,http://50.7.234.10:8278/daai_twn/playlist.m3u8?tid=MF5F4357730143577301&ct=19225&tsum=10c092424b1c12259444b68ad663c9eb
非凡新闻,http://50.7.234.10:8278/feifannews_twn/playlist.m3u8?tid=MACA3363565933635659&ct=19234&tsum=ec8caeb654e3121f9bb3ed39b1759999
凤凰中文,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8654&tk=e503191f8e20
凤凰资讯,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5282&tk=2aca1ad9a849
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
东森超视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9639&tk=e640d0a1bf70
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=1&time=20240926215313&ip=111.229.253.40
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8
华视新闻,http://37.27.111.214:8080/live/8/hls.m3u8
TVBS欢乐,http://37.27.111.214:8080/live/24/hls.m3u8
民视,http://37.27.111.214:8080/live/6/hls.m3u8
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰香港,https://epg.pw/stream/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.m3u8
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali2
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
澳门莲花,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=001f31&tk=922ba46651d3
凤凰香港,https://epg.pw/stream/5f16dc7fc8aaaed3205516c63e4a8c24bca9dbba1181684244729cf574505b0e.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=48c12b&tk=922ba46651d3
凤凰资讯,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9a81ef&tk=922ba46651d3
翡翠台,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=a7b728&tk=922ba46651d3
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
翡翠台,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=166485&tk=922ba46651d3
TVBS新闻台,http://61.221.215.25:8800/hls/9/index.m3u8
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
RTHK32,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=30d6de&tk=922ba46651d3
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
TVBS新闻,http://125.227.210.55:8186/VideoInput/play.ts
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
翡翠台,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
翡翠台,http://223.244.26.190:8082/tvb翡翠.盗源者死全家/易發TV/hls.m3u8
翡翠台,http://fm1077.serv00.net/Smart.php?id=jade_twn
澳门莲花,http://1033946631.cloudvdn.com/a.m3u8?domain=live-hdl.macaulotustv.com&player=1&streamid=lotustv:lotustv/macaulotustv&v3=1
GOODTV经典音乐河,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch6-2.m3u8
凤凰资讯,http://www.terrykang.cn:5678/sxg.php?id=test2_4000
台视新闻,http://222.128.55.152:9080/live/ts.m3u8
TVB星河,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
中视经典,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv080
民视台湾台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv156
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8?zgangd
民视台湾台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv001
东森超视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0380d5&tk=922ba46651d3
TVBS新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f2a236&tk=922ba46651d3
民视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=89a99f&tk=922ba46651d3
三立iNEWS,https://www.youtube.com/watch?v=pF507BLtbqU
民视第一台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv003
中天娱乐,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=b3fd01&tk=922ba46651d3
凤凰中文,http://b.tvbox6.icu/【公众号：榴芒电视】/fhzw.m3u8
凤凰中文,http://www.terrykang.cn:5678/sxg.php?id=test1_4000
翡翠台,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=bb8ba7&tk=922ba46651d3
台视新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=e64999&tk=922ba46651d3
TVBS新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5c8f9f&tk=922ba46651d3
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
翡翠台,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8f59d1&tk=922ba46651d3
翡翠台,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=27279e&tk=922ba46651d3
民視新聞,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-ftv13
民視新聞,http://docker.livednow.dpdns.org/li-litv-ftv13/index.m3u8
凤凰中文,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=dcf243&tk=922ba46651d3
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
民視新聞,https://www.youtube.com/watch?v=ylYJSBUgaMA
翡翠台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=53
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8?zgangd
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
凤凰香港,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=a76a1c&tk=922ba46651d3
翡翠台,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5a7733&tk=922ba46651d3
民视新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=ftvnew_taiwan
凤凰资讯,http://150.138.77.132:10037/xxw/Smartv.php?id=phoenixinfo_hd
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
东森新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=ettvnews
中视经典,http://150.138.77.132:10037/xxw/Smartv.php?id=zhongshi_twn
凤凰资讯,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=52828e&tk=922ba46651d3
东森超视,http://150.138.77.132:10037/xxw/Smartv.php?id=ettvsuper
中天娱乐,http://150.138.77.132:10037/xxw/Smartv.php?id=ctient
TVB星河,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=981b9f&tk=922ba46651d3
TVB星河,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=88941b&tk=922ba46651d3
中天综合,http://150.138.77.132:10037/xxw/Smartv.php?id=ctizhonghe
凤凰香港,http://150.138.77.132:10037/xxw/Smartv.php?id=hkphoenix_twn
TVB星河,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0fafcf&tk=922ba46651d3
台视新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=ttvnews_twn
中视新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=zhongshinews_twn
非凡新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=feifannews_twn
翡翠台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah005-golive.flv
凤凰资讯,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu002-golive.flv
民視新聞,http://docker.livednow.dpdns.org/litv-ftv13/index.m3u8
澳门莲花,http://nettvpro.live/hls/lotustv.php?zgangd
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk2
民视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9d0c33&tk=922ba46651d3
东森新闻,http://lzoq.serv00.net/daili/Smartv.php?id=ettvnews
凤凰香港,http://lzoq.serv00.net/daili/Smartv.php?id=hkphoenix_twn
凤凰资讯,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=813a2a&tk=922ba46651d3
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
台视新闻,http://lzoq.serv00.net/daili/Smartv.php?id=ttvnews_twn
澳门莲花,http://nettvpro.live/hls/lotustv.php
凤凰中文,http://120.55.49.231:3095/rtp/233.50.200.191:5140
凤凰资讯,http://120.55.49.231:3095/rtp/233.50.200.192:5140
TVB星河,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0add9f&tk=922ba46651d3
凤凰资讯,http://lzoq.serv00.net/daili/Smartv.php?id=phoenixinfo_hd
翡翠台,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
凤凰中文,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8b43f8&tk=922ba46651d3
非凡新闻,http://lzoq.serv00.net/daili/Smartv.php?id=feifannews_twn
凤凰资讯,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=b29e4d&tk=922ba46651d3
中视新闻,http://lzoq.serv00.net/daili/Smartv.php?id=zhongshinews_twn
凤凰中文,https://ali.hlspull.yximgs.com/live/diyp_fh2.flv
中天娱乐,http://lzoq.serv00.net/daili/Smartv.php?id=ctient
凤凰中文,https://ali.hlspull.yximgs.com/live/aiyun_fh2.flv
凤凰香港,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f86b06&tk=922ba46651d3
民視新聞,http://free.cnlive.club/channel/7c544dc1/index.m3u8?q=1744544337310
凤凰香港,https://ali.hlspull.yximgs.com/live/diyp_fh3.flv
非凡新闻,https://smart.pendy.dpdns.org/Smart.php?id=feifannews_twn
民视新闻,http://lzoq.serv00.net/daili/Smartv.php?id=ftvnew_taiwan
台视新闻,https://smart.pendy.dpdns.org/Smart.php?id=ttvnews_twn
民视新闻,https://smart.pendy.dpdns.org/Smart.php?id=ftvnew_taiwan
中天综合,https://smart.pendy.dpdns.org/Smart.php?id=ctizhonghe
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
凤凰香港,https://smart.pendy.dpdns.org/Smart.php?id=hkphoenix_twn
中天娱乐,https://smart.pendy.dpdns.org/Smart.php?id=ctient
东森超视,https://smart.pendy.dpdns.org/Smart.php?id=ettvsuper
凤凰资讯,https://smart.pendy.dpdns.org/Smart.php?id=phoenixinfo_hd
东森新闻,https://smart.pendy.dpdns.org/Smart.php?id=ettvnews
中视经典,https://smart.pendy.dpdns.org/Smart.php?id=zhongshi_twn
东森超视,http://lzoq.serv00.net/daili/Smartv.php?id=ettvsuper
中天综合,http://lzoq.serv00.net/daili/Smartv.php?id=ctizhonghe
中视新闻,https://smart.pendy.dpdns.org/Smart.php?id=zhongshinews_twn
凤凰资讯,https://ali.hlspull.yximgs.com/live/diyp_fh1.flv
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk2
中视经典,http://lzoq.serv00.net/daili/Smartv.php?id=zhongshi_twn
澳亚卫视,http://1b6467f415.iok.la:9931/tsfile/live/1120_1.m3u8
